Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,name_norm,position,college,college_norm,player_id
Aaron Ripkowski,,GNB,6,206,2015,Oklahoma,2013,2014,14.0,,,,,,,,,,,,,,FB,Oklahoma,0.9,6.0,13.0,2.2,3.0,8.0,5.1,2.0,2.9,,,,,,,,,,,,,,,aaron ripkowski,FB,Oklahoma,oklahoma,
Amarlo Herrera,,CLT,6,207,2015,Georgia,2011,2014,54.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,3.0,147.0,187.0,334.0,21.0,0.0555555555555555,,,,amarlo herrera,LB,Georgia,georgia,
Obum Gwacham,,SEA,6,209,2015,Oregon State,2011,2014,41.0,,,,,,,,,,,,,,WR,Oregon State,,,,,,,,,,4.0,11.0,165.0,15.0,1.0,,,,,,,,,,obum gwacham,WR,Oregon State,oregon state,
Christian Ringo,,GNB,6,210,2015,Louisiana,2011,2014,44.0,,,,,,,,,,,,,,DL,Louisiana,,,,,,,,,,,,,,,21.0,75.0,34.0,109.0,35.5,0.4772727272727273,,,,christian ringo,DL,Louisiana,louisiana,
Reshard Cliett,,HTX,6,211,2015,South Florida,2011,2014,41.0,,,,,,,,,,,,,,LB,South Florida,,,,,,,,,,,,,,,9.0,94.0,44.0,138.0,18.0,0.2195121951219512,,,,reshard cliett,LB,South Florida,south florida,
Anthony Chickillo,,PIT,6,212,2015,Miami (FL),2011,2014,50.0,,,,,,,,,,,,,,DL,Miami (FL),,,,,,,,,,,,,,,15.0,87.0,84.0,171.0,25.0,0.3,,,,anthony chickillo,DL,Miami (FL),miami (fl),
Kennard Backman,,GNB,6,213,2015,UAB,2011,2014,47.0,,,,,,,,,,,,,,TE,UAB,,,,,,,,,,20.8,96.0,979.0,10.2,9.0,,,,,,,,,,kennard backman,TE,UAB,uab,
Kristjan Sokoli,,SEA,6,214,2015,Buffalo,2011,2014,46.0,,,,,,,,,,,,,,DL,Buffalo,,,,,,,,,,,,,,,2.0,39.0,56.0,95.0,15.0,0.0434782608695652,,,,kristjan sokoli,DL,Buffalo,buffalo,
Cody Wichmann,,RAM,6,215,2015,Fresno State,2014,2014,14.0,,,,,,,,,,,,,,OL,Fresno State,,,,,,,,,,,,,,,,,,,,,,,,cody wichmann,OL,Fresno State,fresno state,
Christian Covington,,HTX,6,216,2015,Rice,2012,2014,33.0,,,,,,,,,,,,,,DL,Rice,,,,,,,,,,,,,,,11.0,78.0,44.0,122.0,23.0,0.3333333333333333,,,,christian covington,DL,Rice,rice,
Rakeem Nunez-Roches,,KAN,6,217,2015,Southern Mississippi,2012,2014,25.0,,,,,,,,,,,,,,DL,Southern Mississippi,,,,,,,,,,,,,,,4.0,56.0,47.0,103.0,20.5,0.16,,,,rakeem nunez roches,DL,Southern Mississippi,southern mississippi,
Hayes Pullard,,CLE,7,219,2015,USC,2011,2014,52.0,,,,,,,,,,,,,,LB,USC,,,,,,,,,,,,,,,6.0,197.0,178.0,375.0,25.5,0.1153846153846153,,,,hayes pullard,LB,USC,usc,
Andre Debose,,RAI,7,221,2015,Florida,2010,2014,42.0,,,,,,,,,,,,,,WR,Florida,,,,,,,,,,12.9,30.0,540.0,18.0,4.0,,,,,,,,,,andre debose,WR,Florida,florida,
Austin Reiter,,WAS,7,222,2015,South Florida,2012,2012,12.0,,,,,,,,,,,,,,OL,South Florida,,,,,,,,,,,,,,,,,,,,,,,,austin reiter,OL,South Florida,south florida,
Bryce Hager,,RAM,7,224,2015,Baylor,2011,2014,48.0,,,,,,,,,,,,,,LB,Baylor,,,,,,,,,,,,,,,7.0,202.0,120.0,322.0,24.0,0.1458333333333333,,,,bryce hager,LB,Baylor,baylor,
Martin Ifedi,,RAM,7,227,2015,Memphis,2011,2014,45.0,,,,,,,,,,,,,,DL,Memphis,,,,,,,,,,,,,,,20.0,78.0,62.0,140.0,36.0,0.4444444444444444,,,,martin ifedi,DL,Memphis,memphis,
Ben Koyack,,JAX,7,229,2015,Notre Dame,2011,2014,42.0,,,,,,,,,,,,,,TE,Notre Dame,,,,,,,,,,12.7,44.0,532.0,12.1,5.0,,,,,,,,,,ben koyack,TE,Notre Dame,notre dame,241.0
Marcus Murphy,,NOR,7,230,2015,Missouri,2010,2014,52.0,,,,,,,,,,,,,,RB,Missouri,37.6,337.0,1957.0,5.8,16.0,50.0,6.4,2.0,6.1,,,,,,,,,,,,,,,marcus murphy,RB,Missouri,missouri,140.0
Joey Iosefa,,TAM,7,231,2015,Hawaii,2011,2014,32.0,,,,,,,,,,,,,,RB,Hawaii,69.3,512.0,2218.0,4.3,21.0,60.0,7.3,3.0,13.7,,,,,,,,,,,,,,,joey iosefa,RB,Hawaii,hawaii,
Da'Ron Brown,,KAN,7,233,2015,Northern Illinois,2011,2014,54.0,,,,,,,,,,,,,,WR,Northern Illinois,,,,,,,,,,22.8,87.0,1230.0,14.1,13.0,,,,,,,,,,da ron brown,WR,Northern Illinois,northern illinois,
Kenny Hilliard,,HTX,7,235,2015,LSU,2011,2014,48.0,,,,,,,,,,,,,,RB,LSU,32.4,302.0,1557.0,5.2,27.0,11.0,6.3,1.0,1.4,,,,,,,,,,,,,,,kenny hilliard,RB,LSU,lsu,136.0
Mark Nzeocha,,DAL,7,236,2015,Wyoming,2011,2014,24.0,,,,,,,,,,,,,,LB,Wyoming,,,,,,,,,,,,,,,3.0,80.0,50.0,130.0,10.0,0.125,,,,mark nzeocha,LB,Wyoming,wyoming,
Mark Nzeocha,,DAL,7,236,2015,Wyoming,2012,2012,11.0,,,,,,,,,,,,,,DB,Wyoming,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,mark nzeocha,DB,Wyoming,wyoming,
Brian Mihalik,,PHI,7,237,2015,Boston College,2011,2014,42.0,,,,,,,,,,,,,,DL,Boston College,,,,,,,,,,,,,,,8.0,42.0,43.0,85.0,16.0,0.1904761904761904,,,,brian mihalik,DL,Boston College,boston college,
Mario Alford,,CIN,7,238,2015,West Virginia,2013,2014,22.0,,,,,,,,,,,,,,WR,West Virginia,,,,,,,,,,68.0,92.0,1497.0,16.3,13.0,,,,,,,,,,mario alford,WR,West Virginia,west virginia,372.0
Gerod Holliman,,PIT,7,239,2015,Louisville,2012,2014,27.0,,,,,,,,,,,,,,DB,Louisville,,,,,,,,,,,,,,,,,,,,,14.0,1.0,6.0,gerod holliman,DB,Louisville,louisville,
Corey Robinson,,DET,7,240,2015,South Carolina,2012,2012,12.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,corey robinson,DL,South Carolina,south carolina,
Ifo Ekpre-Olomu,,CLE,7,241,2015,Oregon,2011,2014,53.0,,,,,,,,,,,,,,DB,Oregon,,,,,,,,,,,,,,,,,,,,,9.0,1.0,23.0,ifo ekpre olomu,DB,Oregon,oregon,
Dexter McDonald,,RAI,7,242,2015,Kansas,2011,2014,30.0,,,,,,,,,,,,,,DB,Kansas,,,,,,,,,,,,,,,,,,,,,4.0,0.0,23.0,dexter mcdonald,DB,Kansas,kansas,
Trenton Brown,,SFO,7,244,2015,Florida,2013,2014,12.0,,,,,,,,,,,,,,OL,Florida,,,,,,,,,,,,,,,,,,,,,,,,trenton brown,OL,Florida,florida,
Geoff Swaim,,DAL,7,246,2015,Texas,2013,2014,16.0,,,,,,,,,,,,,,TE,Texas,,,,,,,,,,5.3,13.0,84.0,6.5,1.0,,,,,,,,,,geoff swaim,TE,Texas,texas,
Darryl Roberts,,NWE,7,247,2015,Marshall,2010,2014,50.0,,,,,,,,,,,,,,DB,Marshall,,,,,,,,,,,,,,,,,,,,,5.0,0.0,32.0,darryl roberts,DB,Marshall,marshall,
Ryan Murphy,,SEA,7,248,2015,Oregon State,2011,2014,50.0,,,,,,,,,,,,,,DB,Oregon State,,,,,,,,,,,,,,,,,,,,,7.0,1.0,11.0,ryan murphy,DB,Oregon State,oregon state,
Akeem King,,ATL,7,249,2015,San Jose State,2013,2014,20.0,,,,,,,,,,,,,,CB,San Jose State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,akeem king,CB,San Jose State,san jose state,
Trevor Siemian,116.6,DEN,7,250,2015,Northwestern,2011,2014,44.0,550.0,934.0,384.0,58.9,5931.0,27.0,24.0,2.9,2.6,6.4,5.77,10.8,134.8,QB,Northwestern,,,,,,,,,,,,,,,,,,,,,,,,trevor siemian,QB,Northwestern,northwestern,
Taurean Nixon,,DEN,7,251,2015,Tulane,2013,2014,17.0,,,,,,,,,,,,,,CB,Tulane,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,taurean nixon,CB,Tulane,tulane,
Josh Furman,,DEN,7,252,2015,Oklahoma State,2014,2014,13.0,,,,,,,,,,,,,,LB,Oklahoma State,,,,,,,,,,,,,,,7.0,47.0,17.0,64.0,14.0,0.5384615384615384,,,,josh furman,LB,Oklahoma State,oklahoma state,
Josh Furman,,DEN,7,252,2015,Oklahoma State,2011,2013,27.0,,,,,,,,,,,,,,DB,Michigan,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,josh furman,DB,Oklahoma State,oklahoma state,
Xzavier Dickson,,NWE,7,253,2015,Alabama,2011,2014,45.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,14.0,52.0,39.0,91.0,21.0,0.3111111111111111,,,,xzavier dickson,DL,Alabama,alabama,
Rory Anderson,,SFO,7,254,2015,South Carolina,2011,2014,45.0,,,,,,,,,,,,,,TE,South Carolina,,,,,,,,,,21.2,61.0,954.0,15.6,9.0,,,,,,,,,,rory anderson,TE,South Carolina,south carolina,237.0
Gerald Christian,,CRD,7,256,2015,Louisville,2011,2014,32.0,,,,,,,,,,,,,,TE,FloridaLouisville,,,,,,,,,,27.6,64.0,882.0,13.8,10.0,,,,,,,,,,gerald christian,TE,Louisville,louisville,240.0
Jared Goff,144.0,RAM,1,1,2016,California,2013,2015,37.0,977.0,1569.0,592.0,62.3,12200.0,96.0,30.0,6.1,1.9,7.8,8.14,12.5,329.7,QB,California,,,,,,,,,,,,,,,,,,,,,,,,jared goff,QB,California,california,39.0
Joey Bosa,,SDG,1,3,2016,Ohio State,2013,2015,38.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,26.0,101.0,47.0,148.0,50.5,0.6842105263157895,,,,joey bosa,DL,Ohio State,ohio state,
Ezekiel Elliott,,DAL,1,4,2016,Ohio State,2013,2015,35.0,,,,,,,,,,,,,,RB,Ohio State,113.2,592.0,3961.0,6.7,43.0,58.0,7.7,1.0,12.8,,,,,,,,,,,,,,,ezekiel elliott,RB,Ohio State,ohio state,
Jalen Ramsey,,JAX,1,5,2016,Florida State,2013,2015,41.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,23.0,jalen ramsey,DB,Florida State,florida state,
Ronnie Stanley,,RAV,1,6,2016,Notre Dame,2013,2015,14.0,,,,,,,,,,,,,,T,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,ronnie stanley,T,Notre Dame,notre dame,
Deforest Buckner,,SFO,1,7,2016,Oregon,2012,2015,53.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,18.0,109.0,122.0,231.0,35.5,0.3396226415094339,,,,deforest buckner,DL,Oregon,oregon,
Jack Conklin,,OTI,1,8,2016,Michigan State,2014,2015,25.0,,,,,,,,,,,,,,T,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,jack conklin,T,Michigan State,michigan state,
Leonard Floyd,,CHI,1,9,2016,Georgia,2013,2015,38.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,17.0,92.0,92.0,184.0,28.5,0.4473684210526316,,,,leonard floyd,LB,Georgia,georgia,
Eli Apple,,NYG,1,10,2016,Ohio State,2014,2015,28.0,,,,,,,,,,,,,,CB,Ohio State,,,,,,,,,,,,,,,,,,,,,4.0,0.0,18.0,eli apple,CB,Ohio State,ohio state,
Vernon Hargreaves III,,TAM,1,11,2016,Florida,2013,2015,37.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,10.0,0.0,27.0,vernon hargreaves,DB,Florida,florida,
Sheldon Rankins,,NOR,1,12,2016,Louisville,2012,2015,45.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,19.0,73.0,61.0,134.0,32.5,0.4222222222222222,,,,sheldon rankins,DL,Louisville,louisville,
Laremy Tunsil,,MIA,1,13,2016,Ole Miss,2015,2015,6.0,,,,,,,,,,,,,,OL,Ole Miss,,,,,,,,,,,,,,,,,,,,,,,,laremy tunsil,OL,Ole Miss,ole miss,
Karl Joseph,,RAI,1,14,2016,West Virginia,2012,2015,42.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,9.0,0.0,8.0,karl joseph,DB,West Virginia,west virginia,
Corey Coleman,,CLE,1,15,2016,Baylor,2013,2015,34.0,,,,,,,,,,,,,,WR,Baylor,,,,,,,,,,88.5,173.0,3009.0,17.4,33.0,,,,,,,,,,corey coleman,WR,Baylor,baylor,395.0
Taylor Decker,,DET,1,16,2016,Ohio State,2014,2015,28.0,,,,,,,,,,,,,,OL,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,taylor decker,OL,Ohio State,ohio state,
Keanu Neal,,ATL,1,17,2016,Florida,2013,2015,26.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,keanu neal,DB,Florida,florida,
Ryan Kelly,,CLT,1,18,2016,Alabama,2015,2015,15.0,,,,,,,,,,,,,,OL,Alabama,,,,,,,,,,,,,,,,,,,,,,,,ryan kelly,OL,Alabama,alabama,
Shaq Lawson,,BUF,1,19,2016,Clemson,2013,2015,41.0,,,,,,,,,,,,,,DE,Clemson,,,,,,,,,,,,,,,20.0,68.0,57.0,125.0,46.5,0.4878048780487805,,,,shaq lawson,DE,Clemson,clemson,570.0
Darron Lee,,NYJ,1,20,2016,Ohio State,2014,2015,28.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,12.0,90.0,57.0,147.0,27.5,0.4285714285714285,,,,darron lee,LB,Ohio State,ohio state,
William Fuller,,HTX,1,21,2016,Notre Dame,2013,2015,32.0,,,,,,,,,,,,,,WR,Notre Dame,,,,,,,,,,78.5,144.0,2512.0,17.4,30.0,,,,,,,,,,william fuller,WR,Notre Dame,notre dame,
Josh Doctson,,WAS,1,22,2016,Texas Christian,2011,2015,46.0,,,,,,,,,,,,,,WR,Texas ChristianWyoming,,,,,,,,,,69.1,215.0,3178.0,14.8,34.0,,,,,,,,,,josh doctson,WR,Texas Christian,texas christian,
Laquon Treadwell,,MIN,1,23,2016,Ole Miss,2013,2015,35.0,,,,,,,,,,,,,,WR,Ole Miss,,,,,,,,,,68.4,202.0,2393.0,11.8,21.0,,,,,,,,,,laquon treadwell,WR,Ole Miss,ole miss,
William Jackson III,,CIN,1,24,2016,Houston,2015,2015,13.0,,,,,,,,,,,,,,CB,Houston,,,,,,,,,,,,,,,,,,,,,5.0,2.0,23.0,william jackson,CB,Houston,houston,805.0
Artie Burns,,PIT,1,25,2016,Miami (FL),2013,2015,35.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,7.0,0.0,14.0,artie burns,DB,Miami (FL),miami (fl),
Paxton Lynch,137.0,DEN,1,26,2016,Memphis,2013,2015,38.0,758.0,1205.0,447.0,62.9,8863.0,59.0,23.0,4.9,1.9,7.4,7.48,11.7,233.2,QB,Memphis,,,,,,,,,,,,,,,,,,,,,,,,paxton lynch,QB,Memphis,memphis,41.0
Kenneth Clark,,GNB,1,27,2016,UCLA,2013,2015,37.0,,,,,,,,,,,,,,DT,UCLA,,,,,,,,,,,,,,,7.0,91.0,64.0,155.0,20.0,0.1891891891891892,,,,kenneth clark,DT,UCLA,ucla,
Joshua Garnett,,SFO,1,28,2016,Stanford,2014,2015,27.0,,,,,,,,,,,,,,OL,Stanford,,,,,,,,,,,,,,,,,,,,,,,,joshua garnett,OL,Stanford,stanford,
Robert Nkemdiche,,CRD,1,29,2016,Ole Miss,2013,2015,33.0,,,,,,,,,,,,,,DE,Ole Miss,,,,,,,,,,,,,,,6.0,44.0,48.0,92.0,17.0,0.1818181818181818,,,,robert nkemdiche,DE,Ole Miss,ole miss,
Vernon Butler,,CAR,1,30,2016,Louisiana Tech,2012,2015,48.0,,,,,,,,,,,,,,DL,Louisiana Tech,,,,,,,,,,,,,,,5.0,87.0,82.0,169.0,29.0,0.1041666666666666,,,,vernon butler,DL,Louisiana Tech,louisiana tech,
Germain Ifedi,,SEA,1,31,2016,Texas A&M,2015,2015,13.0,,,,,,,,,,,,,,OL,Texas A&M,,,,,,,,,,,,,,,,,,,,,,,,germain ifedi,OL,Texas A&M,texas a&m,
Emmanuel Ogbah,,CLE,2,32,2016,Oklahoma State,2013,2015,39.0,,,,,,,,,,,,,,DE,Oklahoma State,,,,,,,,,,,,,,,28.0,96.0,37.0,133.0,40.5,0.717948717948718,,,,emmanuel ogbah,DE,Oklahoma State,oklahoma state,
Kevin Dodd,,OTI,2,33,2016,Clemson,2012,2015,35.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,12.0,53.0,29.0,82.0,26.0,0.3428571428571428,,,,kevin dodd,DL,Clemson,clemson,
Jaylon Smith,,DAL,2,34,2016,Notre Dame,2013,2015,38.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,4.0,169.0,115.0,284.0,23.5,0.1052631578947368,,,,jaylon smith,LB,Notre Dame,notre dame,
Hunter Henry,,SDG,2,35,2016,Arkansas,2013,2015,36.0,,,,,,,,,,,,,,TE,Arkansas,,,,,,,,,,46.1,116.0,1661.0,14.3,9.0,,,,,,,,,,hunter henry,TE,Arkansas,arkansas,248.0
Myles Jack,,JAX,2,36,2016,UCLA,2013,2015,29.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,1.0,117.0,61.0,178.0,15.0,0.0344827586206896,,,,myles jack,LB,UCLA,ucla,
Chris Jones,,KAN,2,37,2016,Mississippi State,2013,2015,39.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,8.0,42.0,60.0,102.0,18.0,0.2051282051282051,,,,chris jones,DL,Mississippi State,mississippi state,
Xavien Howard,,MIA,2,38,2016,Baylor,2013,2015,29.0,,,,,,,,,,,,,,DB,Baylor,,,,,,,,,,,,,,,,,,,,,10.0,0.0,23.0,xavien howard,DB,Baylor,baylor,
Noah Spence,,TAM,2,39,2016,,2012,2013,24.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,8.0,31.0,31.0,62.0,15.0,0.3333333333333333,,,,noah spence,DL,nan,nan,
Sterling Shepard,,NYG,2,40,2016,Oklahoma,2012,2015,50.0,,,,,,,,,,,,,,WR,Oklahoma,,,,,,,,,,69.6,233.0,3482.0,14.9,26.0,,,,,,,,,,sterling shepard,WR,Oklahoma,oklahoma,408.0
Reggie Ragland,,BUF,2,41,2016,Alabama,2012,2015,50.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,4.0,116.0,106.0,222.0,17.5,0.08,,,,reggie ragland,LB,Alabama,alabama,
Kamalei Correa,,RAV,2,42,2016,Boise State,2013,2015,37.0,,,,,,,,,,,,,,DE,Boise State,,,,,,,,,,,,,,,20.0,69.0,41.0,110.0,31.5,0.5405405405405406,,,,kamalei correa,DE,Boise State,boise state,
Austin Johnson,,OTI,2,43,2016,Penn State,2013,2015,36.0,,,,,,,,,,,,,,DT,Penn State,,,,,,,,,,,,,,,8.0,63.0,91.0,154.0,24.0,0.2222222222222222,,,,austin johnson,DT,Penn State,penn state,
Jihad Ward,,RAI,2,44,2016,Illinois,2014,2015,25.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,4.0,45.0,59.0,104.0,12.0,0.16,,,,jihad ward,DL,Illinois,illinois,
Derrick Henry,,OTI,2,45,2016,Alabama,2013,2015,39.0,,,,,,,,,,,,,,RB,Alabama,92.1,602.0,3591.0,6.0,42.0,17.0,16.8,3.0,7.3,,,,,,,,,,,,,,,derrick henry,RB,Alabama,alabama,146.0
A'Shawn Robinson,,DET,2,46,2016,Alabama,2013,2015,41.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,9.0,51.0,82.0,133.0,22.0,0.2195121951219512,,,,a shawn robinson,DL,Alabama,alabama,
Michael Thomas,,NOR,2,47,2016,Ohio State,2012,2015,39.0,,,,,,,,,,,,,,WR,Ohio State,,,,,,,,,,41.1,113.0,1602.0,14.2,18.0,,,,,,,,,,michael thomas,WR,Ohio State,ohio state,
Jason Spriggs,,GNB,2,48,2016,Indiana,2012,2015,26.0,,,,,,,,,,,,,,OL,Indiana,,,,,,,,,,,,,,,,,,,,,,,,jason spriggs,OL,Indiana,indiana,
Jarran Reed,,SEA,2,49,2016,Alabama,2014,2015,29.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,2.0,39.0,73.0,112.0,11.0,0.0689655172413793,,,,jarran reed,DL,Alabama,alabama,
Nick Martin,,HTX,2,50,2016,Notre Dame,2014,2015,26.0,,,,,,,,,,,,,,C,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,nick martin,C,Notre Dame,notre dame,
Christian Hackenberg,121.4,NYJ,2,51,2016,Penn State,2013,2015,38.0,693.0,1235.0,542.0,56.1,8457.0,48.0,31.0,3.9,2.5,6.8,6.5,12.2,222.6,QB,Penn State,,,,,,,,,,,,,,,,,,,,,,,,christian hackenberg,QB,Penn State,penn state,
Deion Jones,,ATL,2,52,2016,LSU,2012,2015,45.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,5.0,80.0,85.0,165.0,21.0,0.1111111111111111,,,,deion jones,LB,LSU,lsu,
Su'A Cravens,,WAS,2,53,2016,USC,2013,2015,40.0,,,,,,,,,,,,,,S,USC,,,,,,,,,,,,,,,,,,,,,9.0,1.0,16.0,su a cravens,S,USC,usc,
Mackensie Alexander,,MIN,2,54,2016,Clemson,2014,2015,27.0,,,,,,,,,,,,,,CB,Clemson,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,mackensie alexander,CB,Clemson,clemson,796.0
Tyler Boyd,,CIN,2,55,2016,Pitt,2013,2015,38.0,,,,,,,,,,,,,,WR,Pitt,,,,,,,,,,88.4,254.0,3361.0,13.2,21.0,,,,,,,,,,tyler boyd,WR,Pitt,pitt,
Cody Whitehair,,CHI,2,56,2016,Kansas State,2014,2015,26.0,,,,,,,,,,,,,,OL,Kansas State,,,,,,,,,,,,,,,,,,,,,,,,cody whitehair,OL,Kansas State,kansas state,
T.J. Green,,CLT,2,57,2016,Clemson,2013,2015,31.0,,,,,,,,,,,,,,S,Clemson,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,t j green,S,Clemson,clemson,
Sean Davis,,PIT,2,58,2016,Maryland,2012,2015,50.0,,,,,,,,,,,,,,DB,Maryland,,,,,,,,,,,,,,,,,,,,,5.0,0.0,14.0,sean davis,DB,Maryland,maryland,
Vonn Bell,,NOR,2,61,2016,Ohio State,2013,2015,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,9.0,1.0,15.0,vonn bell,DB,Ohio State,ohio state,
James Bradberry,,CAR,2,62,2016,,2011,2011,1.0,,,,,,,,,,,,,,DB,Arkansas State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,james bradberry,DB,nan,nan,
Adam Gotsis,,DEN,2,63,2016,Georgia Tech,2013,2015,36.0,,,,,,,,,,,,,,DL,Georgia Tech,,,,,,,,,,,,,,,11.0,67.0,38.0,105.0,26.0,0.3055555555555556,,,,adam gotsis,DL,Georgia Tech,georgia tech,
Kevin Byard,,OTI,3,64,2016,Middle Tennessee State,2012,2015,49.0,,,,,,,,,,,,,,DB,Middle Tennessee State,,,,,,,,,,,,,,,,,,,,,19.0,4.0,15.0,kevin byard,DB,Middle Tennessee State,middle tennessee state,
Carl Nassib,,CLE,3,65,2016,Penn State,2013,2015,32.0,,,,,,,,,,,,,,DE,Penn State,,,,,,,,,,,,,,,17.0,46.0,19.0,65.0,25.0,0.53125,,,,carl nassib,DE,Penn State,penn state,
Max Tuerk,,SDG,3,66,2016,USC,2013,2015,6.0,,,,,,,,,,,,,,T,USC,,,,,,,,,,,,,,,,,,,,,,,,max tuerk,T,USC,usc,
Maliek Collins,,DAL,3,67,2016,Nebraska,2013,2015,32.0,,,,,,,,,,,,,,DT,Nebraska,,,,,,,,,,,,,,,8.0,37.0,49.0,86.0,18.0,0.25,,,,maliek collins,DT,Nebraska,nebraska,670.0
Will Redmond,,SFO,3,68,2016,Mississippi State,2013,2015,27.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,5.0,0.0,8.0,will redmond,DB,Mississippi State,mississippi state,
Yannick Ngakoue,,JAX,3,69,2016,Maryland,2013,2015,30.0,,,,,,,,,,,,,,LB,Maryland,,,,,,,,,,,,,,,21.0,57.0,27.0,84.0,32.5,0.7,,,,yannick ngakoue,LB,Maryland,maryland,
Bronson Kaufusi,,RAV,3,70,2016,BYU,2012,2015,50.0,,,,,,,,,,,,,,DL,BYU,,,,,,,,,,,,,,,26.0,110.0,61.0,171.0,44.0,0.52,,,,bronson kaufusi,DL,BYU,byu,
Darian Thompson,,NYG,3,71,2016,Boise State,2012,2015,47.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,19.0,1.0,6.0,darian thompson,DB,Boise State,boise state,
Jonathan Bullard,,CHI,3,72,2016,Florida,2012,2015,50.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,12.0,91.0,87.0,178.0,33.5,0.24,,,,jonathan bullard,DL,Florida,florida,
Kenyan Drake,,MIA,3,73,2016,Alabama,2012,2015,41.0,,,,,,,,,,,,,,RB,Alabama,36.5,233.0,1495.0,6.4,18.0,46.0,12.4,4.0,13.9,,,,,,,,,,,,,,,kenyan drake,RB,Alabama,alabama,145.0
Keivarae Russell,,KAN,3,74,2016,Notre Dame,2012,2015,36.0,,,,,,,,,,,,,,DB,Notre Dame,,,,,,,,,,,,,,,,,,,,,5.0,0.0,12.0,keivarae russell,DB,Notre Dame,notre dame,
Shilique Calhoun,,RAI,3,75,2016,Michigan State,2012,2015,54.0,,,,,,,,,,,,,,DL,Michigan State,,,,,,,,,,,,,,,27.0,74.0,57.0,131.0,44.0,0.5,,,,shilique calhoun,DL,Michigan State,michigan state,
Shon Coleman,,CLE,3,76,2016,Auburn,2015,2015,12.0,,,,,,,,,,,,,,OL,Auburn,,,,,,,,,,,,,,,,,,,,,,,,shon coleman,OL,Auburn,auburn,
Daryl Worley,,CAR,3,77,2016,West Virginia,2013,2015,34.0,,,,,,,,,,,,,,CB,West Virginia,,,,,,,,,,,,,,,,,,,,,10.0,0.0,21.0,daryl worley,CB,West Virginia,west virginia,815.0
Joe Thuney,,NWE,3,78,2016,North Carolina State,2013,2015,14.0,,,,,,,,,,,,,,C,North Carolina State,,,,,,,,,,,,,,,,,,,,,,,,joe thuney,C,North Carolina State,north carolina state,
